Firstname, Lastname, Date, WorkingHours
Florin, Firea, 2024-08-23, 3.4772
Florin, Firea, 2024-08-22, 2.9061
Florin, Firea, 2024-08-21, 2.6800
Florin, Firea, 2024-08-20, 0.1575
Florin, Firea, 2024-08-19, 1.9742
Florin, Firea, 2024-08-18, 2.7739
Dani, Williams, 2024-08-31, 3.9736
Dani, Williams, 2024-08-30, 0.8486
Dani, Williams, 2024-08-29, 3.2133
Dani, Williams, 2024-08-28, 1.5939
Dani, Williams, 2024-08-27, 1.3628
Dani, Williams, 2024-08-26, 4.0283
Dani, Williams, 2024-08-25, 1.1333
Dani, Williams, 2024-08-24, 2.6156
Dani, Williams, 2024-08-23, 1.0378
Dani, Williams, 2024-08-22, 1.4233
Dani, Williams, 2024-08-21, 0.1717
Dani, Williams, 2024-08-20, 1.1247
Dani, Williams, 2024-08-19, 1.9928
Dani, Williams, 2024-08-18, 1.6428
Ana, Caras, 2024-08-31, 4.2731
Ana, Caras, 2024-08-30, 3.5853
Ana, Caras, 2024-08-29, 1.8019
Ana, Caras, 2024-08-28, 2.2425
Ana, Caras, 2024-08-27, 3.0694
Ana, Caras, 2024-08-26, 0.7269
Ana, Caras, 2024-08-25, 2.8258
Ana, Caras, 2024-08-24, 4.6992
Ana, Caras, 2024-08-23, 5.8425
Ana, Caras, 2024-08-22, 1.1744
Ana, Caras, 2024-08-21, 4.0650
Ana, Caras, 2024-08-20, 0.8181
Ana, Caras, 2024-08-19, 0.4206
Ana, Caras, 2024-08-18, 1.6892
Alex, Silca, 2024-08-31, 1.9361
Alex, Silca, 2024-08-30, 1.7383
Alex, Silca, 2024-08-29, 0.2567
Alex, Silca, 2024-08-28, 3.1133
Alex, Silca, 2024-08-27, 1.9289
Alex, Silca, 2024-08-26, 3.4517
Alex, Silca, 2024-08-25, 0.9061
Alex, Silca, 2024-08-24, 0.7975
Alex, Silca, 2024-08-23, 4.4606
Alex, Silca, 2024-08-22, 3.5050
Alex, Silca, 2024-08-21, 0.9553
Alex, Silca, 2024-08-20, 4.6119
Alex, Silca, 2024-08-19, 1.4786
Alex, Silca, 2024-08-18, 2.4578
Emily, Davis, 2024-08-31, 0.7228
Emily, Davis, 2024-08-30, 5.4322
Emily, Davis, 2024-08-29, 0.5111
Emily, Davis, 2024-08-28, 2.9781
Emily, Davis, 2024-08-27, 4.4167
Emily, Davis, 2024-08-26, 3.1675
Emily, Davis, 2024-08-25, 0.2492
Emily, Davis, 2024-08-24, 3.9197
Emily, Davis, 2024-08-23, 0.5161
Emily, Davis, 2024-08-22, 0.5614
Emily, Davis, 2024-08-21, 2.4667
Emily, Davis, 2024-08-20, 5.4322
Emily, Davis, 2024-08-19, 1.0825
Emily, Davis, 2024-08-18, 0.5303
Daniel, Moore, 2024-08-31, 1.9172
Daniel, Moore, 2024-08-30, 4.9153
Daniel, Moore, 2024-08-29, 1.3361
Daniel, Moore, 2024-08-28, 1.4842
Daniel, Moore, 2024-08-27, 5.5636
Daniel, Moore, 2024-08-26, 0.3097
Daniel, Moore, 2024-08-25, 3.0108
Daniel, Moore, 2024-08-24, 2.4319
Daniel, Moore, 2024-08-23, 2.1908
Daniel, Moore, 2024-08-22, 1.6828
Daniel, Moore, 2024-08-21, 2.9253
Daniel, Moore, 2024-08-20, 1.9708
Daniel, Moore, 2024-08-19, 4.4694
Daniel, Moore, 2024-08-18, 4.6664
Cristi, Jones, 2024-08-31, 1.7361
Cristi, Jones, 2024-08-30, 2.5878
Cristi, Jones, 2024-08-29, 2.2936
Cristi, Jones, 2024-08-28, 2.2369
Cristi, Jones, 2024-08-27, 5.4047
Cristi, Jones, 2024-08-26, 2.6128
Cristi, Jones, 2024-08-25, 1.2328
Cristi, Jones, 2024-08-24, 0.4819
Cristi, Jones, 2024-08-23, 4.7286
Cristi, Jones, 2024-08-22, 5.6800
Cristi, Jones, 2024-08-21, 0.7864
Cristi, Jones, 2024-08-20, 5.9908
Cristi, Jones, 2024-08-19, 5.1347
Cristi, Jones, 2024-08-18, 3.9772
John, Johnson, 2024-08-31, 2.2525
John, Johnson, 2024-08-30, 3.2822
John, Johnson, 2024-08-29, 1.3950
John, Johnson, 2024-08-28, 0.7439
John, Johnson, 2024-08-27, 5.6347
John, Johnson, 2024-08-26, 0.4269
John, Johnson, 2024-08-25, 1.0669
John, Johnson, 2024-08-24, 0.5967
John, Johnson, 2024-08-23, 2.3050
John, Johnson, 2024-08-22, 4.4731
John, Johnson, 2024-08-21, 2.5386
John, Johnson, 2024-08-20, 3.1861
John, Johnson, 2024-08-19, 3.5017
John, Johnson, 2024-08-18, 3.8900
Geo, Popescu, 2024-08-31, 3.0628
Geo, Popescu, 2024-08-30, 3.6725
Geo, Popescu, 2024-08-29, 5.7364
Geo, Popescu, 2024-08-28, 0.3719
Geo, Popescu, 2024-08-27, 0.5322
Geo, Popescu, 2024-08-26, 2.9650
Geo, Popescu, 2024-08-25, 4.0692
Geo, Popescu, 2024-08-24, 2.9447
Geo, Popescu, 2024-08-23, 5.5589
Geo, Popescu, 2024-08-22, 3.6114
Geo, Popescu, 2024-08-21, 2.4517
Geo, Popescu, 2024-08-20, 2.5156
Geo, Popescu, 2024-08-19, 0.4131
Geo, Popescu, 2024-08-18, 3.8550
Jane, Ignat, 2024-08-31, 4.2839
Jane, Ignat, 2024-08-30, 2.4484
Jane, Ignat, 2024-08-29, 8.2689
Jane, Ignat, 2024-08-28, 0.8203
Jane, Ignat, 2024-08-27, 4.0430
Jane, Ignat, 2024-08-26, 7.3425
Jane, Ignat, 2024-08-25, 12.0658
Jane, Ignat, 2024-08-24, 9.2461
Jane, Ignat, 2024-08-23, 8.2486
Jane, Ignat, 2024-08-22, 4.8161
Jane, Ignat, 2024-08-21, 2.9109
Jane, Ignat, 2024-08-20, 0.8561
Jane, Ignat, 2024-08-19, 7.4433
Jane, Ignat, 2024-08-18, 6.6927
Maria, Silca, 2024-08-31, 0.7778
Maria, Silca, 2024-08-30, 4.6017
Maria, Silca, 2024-08-29, 1.4308
Maria, Silca, 2024-08-28, 3.4281
Maria, Silca, 2024-08-27, 4.7728
Maria, Silca, 2024-08-26, 0.1153
Maria, Silca, 2024-08-25, 2.3675
Maria, Silca, 2024-08-24, 1.8256
Maria, Silca, 2024-08-23, 0.7478
Maria, Silca, 2024-08-22, 3.4503
Maria, Silca, 2024-08-21, 1.8767
Maria, Silca, 2024-08-20, 2.1603
Maria, Silca, 2024-08-19, 3.4039
Maria, Silca, 2024-08-18, 4.4150
Dani, Firea, 2024-08-31, 3.7158
Dani, Firea, 2024-08-30, 3.6092
Dani, Firea, 2024-08-29, 1.0628
Dani, Firea, 2024-08-28, 0.4886
Dani, Firea, 2024-08-27, 0.0750
Dani, Firea, 2024-08-26, 1.8997
Dani, Firea, 2024-08-25, 0.0864
Dani, Firea, 2024-08-24, 2.8314
Dani, Firea, 2024-08-23, 3.8961
Dani, Firea, 2024-08-22, 5.6264
Dani, Firea, 2024-08-21, 1.6708
Dani, Firea, 2024-08-20, 2.9478
Dani, Firea, 2024-08-19, 3.7294
Dani, Firea, 2024-08-18, 0.8986
Daniel, Caras, 2024-08-31, 0.2042
Daniel, Caras, 2024-08-30, 5.6069
Daniel, Caras, 2024-08-29, 6.5739
Daniel, Caras, 2024-08-28, 8.3944
Daniel, Caras, 2024-08-27, 7.7294
Daniel, Caras, 2024-08-26, 4.4300
Daniel, Caras, 2024-08-25, 2.3583
Daniel, Caras, 2024-08-24, 0.0997
Daniel, Caras, 2024-08-23, 4.8819
Daniel, Caras, 2024-08-22, 4.6467
Daniel, Caras, 2024-08-21, 6.7111
Daniel, Caras, 2024-08-20, 5.4022
Daniel, Caras, 2024-08-19, 3.6683
Daniel, Caras, 2024-08-18, 1.7353
Maria, Carutasu, 2024-08-31, 1.2758
Maria, Carutasu, 2024-08-30, 1.7456
Maria, Carutasu, 2024-08-29, 5.2411
Maria, Carutasu, 2024-08-28, 7.6117
Maria, Carutasu, 2024-08-27, 1.3425
Maria, Carutasu, 2024-08-26, 1.7317
Maria, Carutasu, 2024-08-25, 4.9664
Maria, Carutasu, 2024-08-24, 5.0161
Maria, Carutasu, 2024-08-23, 4.0261
Maria, Carutasu, 2024-08-22, 0.8406
Maria, Carutasu, 2024-08-21, 3.0803
Maria, Carutasu, 2024-08-20, 3.1531
Maria, Carutasu, 2024-08-19, 0.4669
Maria, Carutasu, 2024-08-18, 0.9172
Firicel, Wilson, 2024-08-31, 4.6036
Firicel, Wilson, 2024-08-30, 6.8444
Firicel, Wilson, 2024-08-29, 5.4658
Firicel, Wilson, 2024-08-28, 1.0825
Firicel, Wilson, 2024-08-27, 1.7725
Firicel, Wilson, 2024-08-26, 4.2636
Firicel, Wilson, 2024-08-25, 5.6356
Firicel, Wilson, 2024-08-24, 5.1233
Firicel, Wilson, 2024-08-23, 8.8361
Firicel, Wilson, 2024-08-22, 2.8578
Firicel, Wilson, 2024-08-21, 5.5281
Firicel, Wilson, 2024-08-20, 6.9392
Firicel, Wilson, 2024-08-19, 2.8719
Firicel, Wilson, 2024-08-18, 2.3236
Ion, Brown, 2024-08-31, 1.9133
Ion, Brown, 2024-08-30, 8.2683
Ion, Brown, 2024-08-29, 4.0764
Ion, Brown, 2024-08-28, 6.6494
Ion, Brown, 2024-08-27, 5.6417
Ion, Brown, 2024-08-26, 0.2183
Ion, Brown, 2024-08-25, 7.0836
Ion, Brown, 2024-08-24, 2.5028
Ion, Brown, 2024-08-23, 5.0658
Ion, Brown, 2024-08-22, 2.8133
Ion, Brown, 2024-08-21, 1.8342
Ion, Brown, 2024-08-20, 3.1228
Ion, Brown, 2024-08-19, 3.1061
Ion, Brown, 2024-08-18, 0.6961
Emily, Firea, 2024-08-31, 7.8308
Emily, Firea, 2024-08-30, 3.5947
Emily, Firea, 2024-08-29, 6.2928
Emily, Firea, 2024-08-28, 8.9658
Emily, Firea, 2024-08-27, 2.9778
Emily, Firea, 2024-08-26, 3.3347
Emily, Firea, 2024-08-25, 0.3150
Emily, Firea, 2024-08-24, 1.5631
Emily, Firea, 2024-08-23, 4.2375
Emily, Firea, 2024-08-22, 5.0856
Emily, Firea, 2024-08-21, 1.6144
Emily, Firea, 2024-08-20, 1.1817
Emily, Firea, 2024-08-19, 4.0008
Emily, Firea, 2024-08-18, 1.6297
Daniel, Williams, 2024-08-31, 0.5828
Daniel, Williams, 2024-08-30, 3.3989
Daniel, Williams, 2024-08-29, 6.1911
Daniel, Williams, 2024-08-28, 4.1117
Daniel, Williams, 2024-08-27, 1.4189
Daniel, Williams, 2024-08-26, 3.0222
Daniel, Williams, 2024-08-25, 2.3028
Daniel, Williams, 2024-08-24, 0.2989
Daniel, Williams, 2024-08-23, 7.4583
Daniel, Williams, 2024-08-22, 0.8097
Daniel, Williams, 2024-08-21, 3.7439
Daniel, Williams, 2024-08-20, 6.1350
Daniel, Williams, 2024-08-19, 3.1236
Daniel, Williams, 2024-08-18, 4.3097
Dani, Moore, 2024-08-31, 1.5561
Dani, Moore, 2024-08-30, 4.9372
Dani, Moore, 2024-08-29, 4.7214
Dani, Moore, 2024-08-28, 0.5489
Dani, Moore, 2024-08-27, 1.0189
Dani, Moore, 2024-08-26, 5.1986
Dani, Moore, 2024-08-25, 3.0175
Dani, Moore, 2024-08-24, 1.1033
Dani, Moore, 2024-08-23, 0.0900
Dani, Moore, 2024-08-22, 0.1722
Dani, Moore, 2024-08-21, 1.1681
Dani, Moore, 2024-08-20, 0.1747
Dani, Moore, 2024-08-19, 3.4714
Dani, Moore, 2024-08-18, 1.1472
Cristi, Brown, 2024-08-31, 6.4178
Cristi, Brown, 2024-08-30, 4.5497
Cristi, Brown, 2024-08-29, 2.1203
Cristi, Brown, 2024-08-28, 4.0578
Cristi, Brown, 2024-08-27, 2.8219
Cristi, Brown, 2024-08-26, 2.0014
Cristi, Brown, 2024-08-25, 1.9222
Cristi, Brown, 2024-08-24, 3.2572
Cristi, Brown, 2024-08-23, 0.1150
Cristi, Brown, 2024-08-22, 4.5514
Cristi, Brown, 2024-08-21, 1.4731
Cristi, Brown, 2024-08-20, 7.1758
Cristi, Brown, 2024-08-19, 7.1347
Cristi, Brown, 2024-08-18, 3.1897
Maria, Brown, 2024-08-31, 7.9328
Maria, Brown, 2024-08-30, 6.2364
Maria, Brown, 2024-08-29, 3.7887
Maria, Brown, 2024-08-28, 6.8856
Maria, Brown, 2024-08-27, 6.3461
Maria, Brown, 2024-08-26, 5.3453
Maria, Brown, 2024-08-25, 7.8414
Maria, Brown, 2024-08-24, 3.1756
Maria, Brown, 2024-08-23, 7.1064
Maria, Brown, 2024-08-22, 10.3262
Maria, Brown, 2024-08-21, 12.8125
Maria, Brown, 2024-08-20, 8.7417
Maria, Brown, 2024-08-19, 6.2750
Maria, Brown, 2024-08-18, 3.0878
Maria, Popescu, 2024-08-31, 13.4020
Maria, Popescu, 2024-08-30, 7.4444
Maria, Popescu, 2024-08-29, 7.4675
Maria, Popescu, 2024-08-28, 5.4847
Maria, Popescu, 2024-08-27, 7.0544
Maria, Popescu, 2024-08-26, 13.5650
Maria, Popescu, 2024-08-25, 5.7525
Maria, Popescu, 2024-08-24, 8.1909
Maria, Popescu, 2024-08-23, 12.0097
Maria, Popescu, 2024-08-22, 12.5072
Maria, Popescu, 2024-08-21, 3.2700
Maria, Popescu, 2024-08-20, 5.0419
Maria, Popescu, 2024-08-19, 11.1334
Maria, Popescu, 2024-08-18, 4.3505
John, Miller, 2024-08-31, 1.6725
John, Miller, 2024-08-30, 1.7900
John, Miller, 2024-08-29, 2.4664
John, Miller, 2024-08-28, 1.9675
John, Miller, 2024-08-27, 3.2556
John, Miller, 2024-08-26, 4.8564
John, Miller, 2024-08-25, 2.9889
John, Miller, 2024-08-24, 7.8667
John, Miller, 2024-08-23, 0.5175
John, Miller, 2024-08-22, 4.7892
John, Miller, 2024-08-21, 6.0181
John, Miller, 2024-08-20, 7.6167
John, Miller, 2024-08-19, 6.3581
John, Miller, 2024-08-18, 6.0647
David, Caras, 2024-08-31, 0.2261
David, Caras, 2024-08-30, 5.1125
David, Caras, 2024-08-29, 5.0808
David, Caras, 2024-08-28, 2.9011
David, Caras, 2024-08-27, 2.8908
David, Caras, 2024-08-26, 1.6044
David, Caras, 2024-08-25, 1.6411
David, Caras, 2024-08-24, 6.6800
David, Caras, 2024-08-23, 7.1489
David, Caras, 2024-08-22, 6.2436
David, Caras, 2024-08-21, 1.8719
David, Caras, 2024-08-20, 1.8497
David, Caras, 2024-08-19, 3.5986
David, Caras, 2024-08-18, 2.7872
Sophia, Taylor, 2024-08-31, 4.2039
Sophia, Taylor, 2024-08-30, 7.9219
Sophia, Taylor, 2024-08-29, 2.8633
Sophia, Taylor, 2024-08-28, 0.6978
Sophia, Taylor, 2024-08-27, 7.3261
Sophia, Taylor, 2024-08-26, 1.8033
Sophia, Taylor, 2024-08-25, 6.6981
Sophia, Taylor, 2024-08-24, 6.1511
Sophia, Taylor, 2024-08-23, 6.7811
Sophia, Taylor, 2024-08-22, 3.0572
Sophia, Taylor, 2024-08-21, 6.1333
Sophia, Taylor, 2024-08-20, 6.7444
Sophia, Taylor, 2024-08-19, 5.0400
Sophia, Taylor, 2024-08-18, 4.2503
Ana, Moore, 2024-08-31, 8.7047
Ana, Moore, 2024-08-30, 6.9558
Ana, Moore, 2024-08-29, 14.3116
Ana, Moore, 2024-08-28, 8.8716
Ana, Moore, 2024-08-27, 15.9433
Ana, Moore, 2024-08-26, 7.7900
Ana, Moore, 2024-08-25, 16.4902
Ana, Moore, 2024-08-24, 16.6939
Ana, Moore, 2024-08-23, 17.5252
Ana, Moore, 2024-08-22, 7.3750
Ana, Moore, 2024-08-21, 13.9741
Ana, Moore, 2024-08-20, 12.2239
Ana, Moore, 2024-08-19, 17.7975
Ana, Moore, 2024-08-18, 8.3725
Geo, Moore, 2024-08-31, 5.8236
Geo, Moore, 2024-08-30, 0.1642
Geo, Moore, 2024-08-29, 2.7928
Geo, Moore, 2024-08-28, 3.1631
Geo, Moore, 2024-08-27, 0.2828
Geo, Moore, 2024-08-26, 5.2978
Geo, Moore, 2024-08-25, 3.3975
Geo, Moore, 2024-08-24, 2.7447
Geo, Moore, 2024-08-23, 2.5706
Geo, Moore, 2024-08-22, 0.2925
Geo, Moore, 2024-08-21, 5.5006
Geo, Moore, 2024-08-20, 8.0297
Geo, Moore, 2024-08-19, 1.6481
Geo, Moore, 2024-08-18, 0.6444
Jane, Taylor, 2024-08-31, 0.0703
Jane, Taylor, 2024-08-30, 3.6094
Jane, Taylor, 2024-08-29, 4.7147
Jane, Taylor, 2024-08-28, 3.0631
Jane, Taylor, 2024-08-27, 6.2825
Jane, Taylor, 2024-08-26, 2.0117
Jane, Taylor, 2024-08-25, 1.8042
Jane, Taylor, 2024-08-24, 4.7181
Jane, Taylor, 2024-08-23, 7.6247
Jane, Taylor, 2024-08-22, 0.8331
Jane, Taylor, 2024-08-21, 0.7542
Jane, Taylor, 2024-08-20, 7.6175
Jane, Taylor, 2024-08-19, 4.2428
Jane, Taylor, 2024-08-18, 1.7697
Emily, Wilson, 2024-08-31, 2.5861
Emily, Wilson, 2024-08-30, 4.1683
Emily, Wilson, 2024-08-29, 1.3722
Emily, Wilson, 2024-08-28, 4.7481
Emily, Wilson, 2024-08-27, 3.2347
Emily, Wilson, 2024-08-26, 2.9981
Emily, Wilson, 2024-08-25, 5.6231
Emily, Wilson, 2024-08-24, 5.6011
Emily, Wilson, 2024-08-23, 1.5239
Emily, Wilson, 2024-08-22, 1.7878
Emily, Wilson, 2024-08-21, 2.7478
Emily, Wilson, 2024-08-20, 4.0281
Emily, Wilson, 2024-08-19, 1.4669
Emily, Wilson, 2024-08-18, 0.9775
John, Moore, 2024-08-31, 2.0906
John, Moore, 2024-08-30, 1.4208
John, Moore, 2024-08-29, 8.4278
John, Moore, 2024-08-28, 2.1678
John, Moore, 2024-08-27, 4.1953
John, Moore, 2024-08-26, 3.6039
John, Moore, 2024-08-25, 4.4389
John, Moore, 2024-08-24, 3.0861
John, Moore, 2024-08-23, 4.8942
John, Moore, 2024-08-22, 1.4264
John, Moore, 2024-08-21, 1.1908
John, Moore, 2024-08-20, 4.6717
John, Moore, 2024-08-19, 4.5444
John, Moore, 2024-08-18, 2.0725
Ion, Popescu, 2024-08-31, 5.6189
Ion, Popescu, 2024-08-30, 5.3367
Ion, Popescu, 2024-08-29, 2.4086
Ion, Popescu, 2024-08-28, 4.7686
Ion, Popescu, 2024-08-27, 6.9850
Ion, Popescu, 2024-08-26, 9.5355
Ion, Popescu, 2024-08-25, 2.0945
Ion, Popescu, 2024-08-24, 1.7212
Ion, Popescu, 2024-08-23, 8.0778
Ion, Popescu, 2024-08-22, 5.1244
Ion, Popescu, 2024-08-21, 12.0289
Ion, Popescu, 2024-08-20, 11.6028
Ion, Popescu, 2024-08-19, 7.9000
Ion, Popescu, 2024-08-18, 7.4817
Florin, Williams, 2024-08-31, 6.1578
Florin, Williams, 2024-08-30, 5.0033
Florin, Williams, 2024-08-29, 4.6489
Florin, Williams, 2024-08-28, 3.9853
Florin, Williams, 2024-08-27, 4.2708
Florin, Williams, 2024-08-26, 0.4397
Florin, Williams, 2024-08-25, 1.8906
Florin, Williams, 2024-08-24, 6.7178
Florin, Williams, 2024-08-23, 0.9442
Florin, Williams, 2024-08-22, 4.1761
Florin, Williams, 2024-08-21, 3.0067
Florin, Williams, 2024-08-20, 1.3175
Florin, Williams, 2024-08-19, 3.7097
Florin, Williams, 2024-08-18, 3.2525
Jane, Mihut, 2024-08-31, 5.3358
Jane, Mihut, 2024-08-30, 8.8131
Jane, Mihut, 2024-08-29, 5.8733
Jane, Mihut, 2024-08-28, 5.4611
Jane, Mihut, 2024-08-27, 0.7753
Jane, Mihut, 2024-08-26, 6.8894
Jane, Mihut, 2024-08-25, 5.7578
Jane, Mihut, 2024-08-24, 5.0569
Jane, Mihut, 2024-08-23, 4.5953
Jane, Mihut, 2024-08-22, 2.8594
Jane, Mihut, 2024-08-21, 0.2367
Jane, Mihut, 2024-08-20, 6.3003
Jane, Mihut, 2024-08-19, 3.1058
Jane, Mihut, 2024-08-18, 4.4997
Maria, Davis, 2024-08-31, 4.1719
Maria, Davis, 2024-08-30, 3.6689
Maria, Davis, 2024-08-29, 2.4275
Maria, Davis, 2024-08-28, 3.1800
Maria, Davis, 2024-08-27, 3.3325
Maria, Davis, 2024-08-26, 4.5758
Maria, Davis, 2024-08-25, 5.7803
Maria, Davis, 2024-08-24, 1.7217
Maria, Davis, 2024-08-23, 6.5267
Maria, Davis, 2024-08-22, 2.8264
Maria, Davis, 2024-08-21, 0.0319
Maria, Davis, 2024-08-20, 0.8469
Maria, Davis, 2024-08-19, 1.1406
Maria, Davis, 2024-08-18, 3.4564
Miha, Moore, 2024-08-31, 3.8188
Miha, Moore, 2024-08-30, 4.4581
Miha, Moore, 2024-08-29, 9.2244
Miha, Moore, 2024-08-28, 2.7044
Miha, Moore, 2024-08-27, 6.3308
Miha, Moore, 2024-08-26, 12.6728
Miha, Moore, 2024-08-25, 8.3256
Miha, Moore, 2024-08-24, 10.6447
Miha, Moore, 2024-08-23, 6.4803
Miha, Moore, 2024-08-22, 10.4075
Miha, Moore, 2024-08-21, 3.1945
Miha, Moore, 2024-08-20, 5.0061
Miha, Moore, 2024-08-19, 12.6078
Miha, Moore, 2024-08-18, 9.4733
Cristi, Davis, 2024-08-31, 7.5975
Cristi, Davis, 2024-08-30, 5.6158
Cristi, Davis, 2024-08-29, 4.6267
Cristi, Davis, 2024-08-28, 5.2567
Cristi, Davis, 2024-08-27, 2.5589
Cristi, Davis, 2024-08-26, 4.9197
Cristi, Davis, 2024-08-25, 2.0833
